开始时间,结束时间,字幕内容,字幕颜色
0:17:00.62,0:17:01.50,I will see you off.,
0:17:02.71,0:17:04.82,Qi Yan: **Judging from how quickly Baishi came around,**,#A9A0FF
0:17:05.62,0:17:08.14,**officials accepting bribes is already the norm in the Wei kingdom.**,#A9A0FF
0:17:10.06,0:17:13.06,**The Wei kingdom’s court is already rotten to the core.**,#A9A0FF
0:17:14.60,0:17:14.90,Qi Yan: That…,#A9A0FF
0:17:15.84,0:17:16.92,wouldn’t be possible, I’m afraid.,#A9A0FF
0:17:17.59,0:17:19.50,There are still many things that the Ministry of Works need to prepare,,#A9A0FF
0:17:19.81,0:17:21.64,and I will need to take what time I have to familiarize myself with the process.,#A9A0FF
0:17:22.65,0:17:23.28,And besides,,#A9A0FF
0:17:23.81,0:17:26.59,the Zhenzhen Highness’ birthday is in a few days.,#A9A0FF
0:17:27.67,0:17:29.72,Her Highness didn’t want to celebrate her birthday at first,,#A9A0FF
0:17:30.39,0:17:31.57,but His Majesty said that,#A9A0FF
0:17:31.57,0:17:33.77,this will be her first birthday since the wedding.,#A9A0FF
0:17:34.32,0:17:35.96,The other Highnesses are to attend,,#A9A0FF
0:17:35.96,0:17:37.74,it will be a small gathering with the Zhenzhen Highness.,#A9A0FF
0:17:38.68,0:17:39.95,I will have to be there as well.,#A9A0FF
0:17:40.76,0:17:41.15,Gongyang Huai: Alright,,
0:17:41.70,0:17:42.92,then I won’t be a bother.,
0:17:43.33,0:17:43.65,Qi Yan: Mm,,#A9A0FF
0:17:44.49,0:17:45.42,there is always time in the future.,#A9A0FF
0:17:46.35,0:17:46.96,Gongyang Huai: Goodbye.,
0:17:47.30,0:17:47.73,Qi Yan: Alright,,#A9A0FF
0:17:48.40,0:17:49.18,I won’t be sending you.,#A9A0FF
0:17:56.52,0:17:58.78,Street seller: Buy a stick of candied haw!,
0:17:59.43,0:18:00.00,Candied haw~,
0:18:08.53,0:18:09.71,[Fuma estate],
0:18:11.25,0:18:13.25,Xiahe: Why isn’t Lord Fuma back yet,,
0:18:15.07,0:18:16.11,this is so urgent…,
0:18:19.59,0:18:20.69,Lord Fuma has returned!,
0:18:22.78,0:18:23.70,Carraige driver: Heel!,
0:18:25.81,0:18:26.61,Xiahe: Lord Fuma!,
0:18:27.38,0:18:28.22,Qi Yan: What’s the matter?,#A9A0FF
0:18:28.76,0:18:29.39,Xiahe: Lord Fuma,,
0:18:29.62,0:18:31.50,Qiuju jiejie came over twice already,,
0:18:31.67,0:18:33.17,saying that the Zhenzhen Highness is summoning you urgently,,
0:18:33.45,0:18:36.17,please head to the Princess estate once you return.,
0:18:37.47,0:18:38.10,Qi Yan: I got it.,#A9A0FF
0:18:38.99,0:18:39.44,Carriage driver,,#A9A0FF
0:18:39.74,0:18:40.76,head to the Princess estate at once.,#A9A0FF
0:18:41.16,0:18:41.61,Carriage driver: Understood!,
0:18:42.41,0:18:43.15,Go!,
0:18:49.90,0:18:50.52,Qi Yan: **Why…**,#A9A0FF
0:18:51.40,0:18:52.94,**am I so anxious?**,#A9A0FF
0:18:54.64,0:18:55.42,Qi Yan: Go faster!,#A9A0FF
0:18:55.74,0:18:56.13,Carriage driver: Und erstood!,
0:18:56.48,0:18:57.00,Go!,
0:18:59.07,0:18:59.80,Qi Yan: **Damn it!**,#A9A0FF
0:19:00.56,0:19:02.02,**What could this be?**,#A9A0FF
0:19:02.77,0:19:04.23,**Could Shifu have…**,#A9A0FF
0:19:06.21,0:19:06.80,**No,**,#A9A0FF
0:19:07.68,0:19:10.69,**Shifu should have received news of Nangong Ping’s death by now.**,#A9A0FF
0:19:10.93,0:19:13.13,**She no longer has any reason to make a move on Nangong Jingnu after that,**,#A9A0FF
0:19:14.85,0:19:16.09,**so what could this be?**,#A9A0FF
0:19:20.10,0:19:21.72,[Princess estate],
0:19:21.89,0:19:22.70,Carriage driver: Heel!,
0:19:27.40,0:19:27.91,Carriage driver: Lord Fuma,,
0:19:28.06,0:19:28.97,slow down…,
0:19:32.09,0:19:32.76,House servant: Greetings to Lord Fuma.,
0:19:34.21,0:19:35.17,Servant girl: Greetings to Lord Fuma.,
0:19:35.91,0:19:36.53,Qi Yan: Where is Qiuju?,#A9A0FF
0:19:37.29,0:19:38.14,Servant girl: Answering Lord Fuma,,
0:19:38.49,0:19:40.00,Qiuju jiejie is in the bedchamber.,
0:19:44.12,0:19:44.81,Qiuju: Lord Fuma,,
0:19:44.81,0:19:45.61,you’re here.,
0:19:45.96,0:19:46.80,Qi Yan: What happened?,#A9A0FF
0:19:46.81,0:19:47.26,Qiuju: Aiyo,,
0:19:47.53,0:19:48.62,this morning, Her Highness went to the palace,
0:19:48.90,0:19:51.26,to give His Majesty her respects as usual,,
0:19:51.58,0:19:52.41,but in the afternoon,,
0:19:52.41,0:19:54.19,she suddenly returned with a pale look on her face.,
0:19:54.54,0:19:56.57,This maid asked Her Highness if she was feeling unwell,,
0:19:56.57,0:19:57.80,but Her Highness said nothing,
0:19:57.80,0:19:59.29,and locked herself in the bedchamber.,
0:19:59.71,0:20:01.32,When this maid voiced my decision to invite the imperial doctor,,
0:20:01.33,0:20:02.44,Her Highness had such a huge temper,,
0:20:02.46,0:20:03.74,and she even threw things…,
0:20:03.91,0:20:04.44,After that,,
0:20:04.92,0:20:06.32,she asked this maid to invite you here…,
0:20:07.49,0:20:08.22,Qi Yan: Where is Her Highness?,#A9A0FF
0:20:08.54,0:20:09.60,Qiuju: Still inside the bedchamber.,
0:20:09.60,0:20:10.81,No one is allowed inside.,
0:20:14.30,0:20:15.82,Qi Yan: Go and invite the imperial doctor, tell him to stand-by.,#A9A0FF
0:20:16.08,0:20:16.93,I will go inside and take a look.,#A9A0FF
0:20:17.46,0:20:18.77,Do not leave anyone attending here for now.,#A9A0FF
0:20:19.59,0:20:19.98,Qiuju: Understood!,
0:20:20.19,0:20:21.62,This maid will do so at once.,
0:20:28.40,0:20:29.11,Qi Yan: Your Highness,,#A9A0FF
0:20:29.64,0:20:30.33,it is this subject.,#A9A0FF
0:20:32.78,0:20:33.39,Qi Yan: Your Highness?,#A9A0FF
0:20:34.39,0:20:34.86,Nangong Jingnu: Come in.,#FF7D40
0:20:36.99,0:20:37.64,Qi Yan: Your Highness…,#A9A0FF
0:20:43.04,0:20:43.72,Qi Yan: Your Highness?,#A9A0FF
0:20:44.26,0:20:44.58,Nangong Jingnu: Mm,,#FF7D40
0:20:45.41,0:20:46.40,you’re back.,#FF7D40
0:20:47.11,0:20:47.81,Qi Yan: Sorry,,#A9A0FF
0:20:48.58,0:20:49.64,this subject was late…,#A9A0FF
0:20:50.96,0:20:51.54,Nangong Jingnu: You’re not to blame,,#FF7D40
0:20:52.44,0:20:54.07,this isn’t the first or fifteenth of the month,,#FF7D40
0:20:54.78,0:20:56.33,or any major date.,#FF7D40
0:20:57.07,0:20:58.67,You shouldn’t be here in the first place.,#FF7D40
0:20:59.89,0:21:01.18,Qi Yan: Your Highness, if you want this subject here,,#A9A0FF
0:21:01.44,0:21:03.19,you can send a word anytime.,#A9A0FF
0:21:03.84,0:21:05.29,Is there a need to say such things?,#A9A0FF
0:21:07.39,0:21:08.76,Nangong Jingnu: I haven’t congratulated you yet,,#FF7D40
0:21:09.58,0:21:11.05,for your promotion to Vice Minister of Works.,#FF7D40
0:21:12.34,0:21:13.05,Qi Yan: Your Highness.,#A9A0FF
0:21:15.86,0:21:18.63,Nangong Jingnu: You’re soon entering the world of officials;,#FF7D40
0:21:19.90,0:21:21.46,you still need to have a courtesy name.,#FF7D40
0:21:22.49,0:21:23.02,Here~,#FF7D40
0:21:23.77,0:21:25.63,I asked the inner court division to make a few,,#FF7D40
0:21:26.61,0:21:28.30,and I asked Emperor Father for a few as well.,#FF7D40
0:21:29.19,0:21:29.95,I…,#FF7D40
0:21:30.79,0:21:32.27,also browsed through many books,,#FF7D40
0:21:32.73,0:21:33.55,and made a few more names.,#FF7D40
0:21:34.84,0:21:35.99,After considering for days,,#FF7D40
0:21:36.84,0:21:39.00,I still think this one is the best.,#FF7D40
0:21:40.91,0:21:42.25,If you’re happy with it,,#FF7D40
0:21:42.70,0:21:45.22,I have already written the report for it.,#FF7D40
0:21:46.26,0:21:48.10,Fill in your courtesy name yourself,,#FF7D40
0:21:48.91,0:21:51.32,and submit it to the imperial archives tomorrow,,#FF7D40
0:21:52.42,0:21:53.36,then it will be official.,#FF7D40
0:21:58.05,0:22:00.49,[Qi Yan receives a brocade box from Nangong Jingnu, then opens it],
0:22:01.16,0:22:02.04,Qi Yan: Yuanjun?,#A9A0FF
0:22:04.32,0:22:06.33,Qi Yan: **No water’s wide enough when you have crossed the sea,**,#A9A0FF
0:22:07.46,0:22:09.54,**no cloud is beautiful but that which crowns the peak.**,#A9A0FF
0:22:11.00,0:22:13.89,**I pass by flowers that fail to attract me,**,#A9A0FF
0:22:15.40,0:22:18.83,**half for your sake and half for Taoism I seek.**,#A9A0FF
0:22:22.57,0:22:24.32,Nangong Jingnu: You’re the Flower Seeker of the imperial exam,,#FF7D40
0:22:25.08,0:22:27.76,I kept feeling that the words, Yuanjun…,#FF7D40
0:22:28.15,0:22:28.91,Qi Yan: Thank you, Your Highness.,#A9A0FF
0:22:29.59,0:22:30.74,This subject likes it very much.,#A9A0FF
0:22:32.76,0:22:34.02,Nangong Jingnu: As long as you like it.,#FF7D40
0:22:35.09,0:22:37.63,A courtesy name has to stay with you for life,,#FF7D40
0:22:39.34,0:22:40.41,I’m glad you like it.,#FF7D40
0:22:42.55,0:22:43.18,Qi Yan: Your Highness?,#A9A0FF
0:22:43.69,0:22:44.08,Nangong Jingnu: Hm?,#FF7D40
0:22:44.84,0:22:46.31,Qi Yan: Your Highness, are you feeling unwell?,#A9A0FF
0:22:46.88,0:22:48.30,Let the imperial doctor take a look, alright?,#A9A0FF
0:22:49.70,0:22:50.50,Nangong Jingnu: Yuanjun.,#FF7D40
0:22:51.41,0:22:52.12,Qi Yan: This subject is here.,#A9A0FF
0:22:54.74,0:22:56.95,Nangong Jingnu: I’m the first person to call you by your courtesy name,,#FF7D40
0:22:58.45,0:22:59.12,how wonderful.,#FF7D40
0:23:01.22,0:23:01.99,Qi Yan: That’s right.,#A9A0FF
0:23:02.79,0:23:03.62,Nangong Jingnu: Yuanjun,,#FF7D40
0:23:04.96,0:23:06.40,stay and talk with me?,#FF7D40
0:23:07.04,0:23:07.53,Qi Yan: Alright.,#A9A0FF
0:23:11.00,0:23:12.88,Nangong Jingnu: Er-ge and si-ge’s birth mother,,#FF7D40
0:23:12.97,0:23:14.11,Her Lady the Highest Consort Hui,,#FF7D40
0:23:15.02,0:23:16.28,has a position that is second to the Empress,,#FF7D40
0:23:17.20,0:23:18.75,and the backing of a powerful family.,#FF7D40
0:23:20.86,0:23:23.72,San-ge’s mother’s family is a bit weaker,,#FF7D40
0:23:23.72,0:23:26.37,and he has no siblings from the same mother,,#FF7D40
0:23:26.66,0:23:28.06,but he’s an ambitious one.,#FF7D40
0:23:21.27,0:23:23.61,Qi Yan: **Is she giving me a breakdown on the current situation of the court?**,#A9A0FF
0:23:25.03,0:23:26.92,**When did she start to pay attention to such things?**,#A9A0FF
0:23:29.82,0:23:30.47,Qi Yan: Your Highness,,#A9A0FF
0:23:30.84,0:23:31.19,this…,#A9A0FF
0:23:31.19,0:23:32.17,Nangong Jingnu: Let me finish!,#FF7D40
0:23:33.02,0:23:33.49,Qi Yan: Alright.,#A9A0FF
0:23:35.49,0:23:36.21,Nangong Jingnu: Wu-ge,#FF7D40
0:23:36.82,0:23:38.89,is the most generous and loving brother,,#FF7D40
0:23:40.37,0:23:43.06,it’s just a shame that he was born with disabilities.,#FF7D40
0:23:43.67,0:23:45.05,Emperor Father cares for him,,#FF7D40
0:23:45.62,0:23:47.14,we all do,,#FF7D40
0:23:48.48,0:23:49.59,but I think,,#FF7D40
0:23:50.57,0:23:51.95,and you probably understand this too,,#FF7D40
0:23:53.07,0:23:53.90,Emperor Father,#FF7D40
0:23:54.53,0:23:57.65,might not want to let someone vulnerable to widespread criticism,#FF7D40
0:23:58.40,0:24:00.13,to continue writing the Nangong family’s history.,#FF7D40
0:24:02.24,0:24:03.22,Liu-ge…,#FF7D40
0:24:04.07,0:24:04.67,Hum,,#FF7D40
0:24:04.85,0:24:06.39,liu-ge is actually very smart,,#FF7D40
0:24:07.06,0:24:09.00,he has already planned ahead for himself.,#FF7D40
0:24:10.13,0:24:13.60,Although Emperor Father reprimands and punishes him often,,#FF7D40
0:24:13.60,0:24:14.98,it’s been all thunder and little rain for all these years…,#FF7D40
0:24:14.98,0:24:16.61,Nangong Jingnu: Old eight and old nine are still young.,#FF7D40
0:24:17.32,0:24:19.22,Old eight is da-jie’s younger brother of the same mother.,#FF7D40
0:24:20.45,0:24:23.64,Although they differ too much in age to be close,,#FF7D40
0:24:24.65,0:24:27.04,he isn’t much to worry about.,#FF7D40
0:24:27.97,0:24:28.97,Even if anything happens,,#FF7D40
0:24:28.97,0:24:30.51,da-jie will handle it.,#FF7D40
0:24:22.78,0:24:24.44,Qi Yan: ** It turns out that**,#A9A0FF
0:24:24.65,0:24:26.72,**she understands the current situation in the court perfectly well.**,#A9A0FF
0:24:27.50,0:24:29.33,**Although I’ve never seen her asking around**,,#A9A0FF
0:24:29.42,0:24:31.85,**she has managed to gain a clear understanding of it.**,#A9A0FF
0:24:33.72,0:24:34.62,**Your Highness, oh, Your Highness.**,#A9A0FF
0:24:35.73,0:24:37.57,**It appears that Baishi was onto something.**,#A9A0FF
0:24:38.54,0:24:39.72,**If you were a man,**,#A9A0FF
0:24:40.35,0:24:41.90,**who else would ever be considered**,#A9A0FF
0:24:41.90,0:24:43.68,**for the position of Crown Prince?**,#A9A0FF
0:24:32.07,0:24:33.52,Nangong Jingnu: It’s a shame that the Weiming palace was burned down.,#FF7D40
0:24:34.82,0:24:36.69,Without half of my property,,#FF7D40
0:24:37.84,0:24:41.25,there’s less I can leave behind for you.,#FF7D40
0:24:43.88,0:24:45.54,Although I have fiefs,,#FF7D40
0:24:46.86,0:24:47.76,we have no children,,#FF7D40
0:24:49.02,0:24:50.61,so it’ll be reclaimed eventually.,#FF7D40
0:24:52.99,0:24:53.75,Yuanjun,,#FF7D40
0:24:56.68,0:24:58.23,I can’t bear the thought of leaving you.,#FF7D40
0:24:59.48,0:25:01.22,Qi Yan: What are you saying, Your Highness?,#A9A0FF
0:25:01.95,0:25:03.16,If you are feeling unwell,,#A9A0FF
0:25:03.27,0:25:04.34,let the imperial doctor take a look.,#A9A0FF
0:25:04.87,0:25:06.84,Why are you saying such things all of a sudden?,#A9A0FF
0:25:09.73,0:25:10.73,Nangong Jingnu: Yuanjun,,#FF7D40
0:25:11.72,0:25:13.34,how long will you remember me?,#FF7D40
0:25:14.00,0:25:15.97,Will you marry someone else?,#FF7D40
0:25:17.31,0:25:19.22,Fumas may not remarry,,#FF7D40
0:25:20.04,0:25:21.60,but after thinking over it…,#FF7D40
0:25:22.23,0:25:24.45,I can’t bear for you to grow old alone,,#FF7D40
0:25:25.08,0:25:26.40,how lonely would that be?,#FF7D40
0:25:26.95,0:25:29.50,You wouldn’t even have someone to confide in.,#FF7D40
0:25:30.33,0:25:31.25,Qi Yan: Your Highness, tell me,,#A9A0FF
0:25:31.72,0:25:32.92,what exactly happened?,#A9A0FF
0:25:33.98,0:25:35.53,Are you feeling any discomfort?,#A9A0FF
0:25:35.83,0:25:37.10,Let’s summon the imperial doctor, alright?,#A9A0FF
0:25:38.28,0:25:39.67,Nangong Jingnu: Will you remarry?,#FF7D40
0:25:41.15,0:25:44.27,Qi Yan: This subject will absolutely not marry anyone else in this lifetime,,#A9A0FF
0:25:45.44,0:25:46.56,no matter what happens.,#A9A0FF
0:25:47.42,0:25:48.12,Never.,#A9A0FF
0:25:51.73,0:25:52.87,Nangong Jingnu: Just hearing that from you,,#FF7D40
0:25:54.53,0:25:55.43,is enough.,#FF7D40
0:25:58.67,0:25:59.81,I will have everything arranged,#FF7D40
0:26:00.53,0:26:02.48,before I go.,#FF7D40
0:26:03.49,0:26:04.65,Qiuju and Dongmei,#FF7D40
0:26:04.97,0:26:07.12,are attendants who’ve grown up with me,,#FF7D40
0:26:07.80,0:26:09.20,I will leave both of them  to you.,#FF7D40
0:26:09.94,0:26:11.73,Qi Yan: Are you settling your affairs, Your Highness?,#A9A0FF
0:26:12.89,0:26:13.25,Nangong Jingnu: Mn.,#FF7D40
0:26:14.00,0:26:15.02,Qi Yan: What’s wrong, Your Highness?,#A9A0FF
0:26:15.61,0:26:16.98,Have you visited the imperial doctors in the palace?,#A9A0FF
0:26:17.77,0:26:19.30,You were just fine a few days ago,,#A9A0FF
0:26:19.30,0:26:20.45,why did you fall ill all of a sudden?,#A9A0FF
0:26:22.03,0:26:23.63,I have already told Qiuju jiejie to summon the imperial doctor,,#A9A0FF
0:26:24.23,0:26:25.99,we can only know for sure after a diagnosis!,#A9A0FF
0:26:25.99,0:26:26.54,Nangong Jingnu: Don’t!,#FF7D40
0:26:27.06,0:26:27.64,I don’t want to.,#FF7D40
0:26:28.10,0:26:28.46,Qi Yan: Huh?,#A9A0FF
0:26:30.52,0:26:31.14,Nangong Jingnu: This illness of mine,,#FF7D40
0:26:32.27,0:26:33.23,it can’t be seen by imperial doctors.,#FF7D40
0:26:35.64,0:26:37.27,I don’t have long to live.,#FF7D40
0:26:37.90,0:26:38.58,Qi Yan: That won’t happen.,#A9A0FF
0:26:38.99,0:26:40.35,I’ll go and call the imperial doctor here.,#A9A0FF
0:26:40.35,0:26:41.15,Nangong Jingnu: Yuanjun!,#FF7D40
0:26:41.98,0:26:42.63,Don’t.,#FF7D40
0:26:46.73,0:26:48.68,Qi Yan: Then tell this subject about your symptoms first, Your Highness,,#A9A0FF
0:26:49.10,0:26:49.74,is that alright?,#A9A0FF
0:26:53.75,0:26:54.17,Nangong Jingnu: Mn,,#FF7D40
0:26:55.28,0:26:55.95,alright.,#FF7D40
0:26:56.47,0:26:56.88,Qi Yan: Mm,,#A9A0FF
0:26:57.84,0:26:58.47,go ahead.,#A9A0FF
0:26:59.15,0:27:00.32,This subject’s long experience with illness,#A9A0FF
0:27:00.66,0:27:01.55,has been quite educative in terms of treatment.,#A9A0FF
0:27:05.16,0:27:05.90,Nangong Jingnu: It’s just,,#FF7D40
0:27:08.51,0:27:08.86,I,,#FF7D40
0:27:10.16,0:27:10.48,I,,#FF7D40
0:27:10.79,0:27:11.49,I’m bleeding.,#FF7D40
0:27:12.65,0:27:13.48,Qi Yan: Bleeding?,#A9A0FF
0:27:14.53,0:27:15.37,Are… are you hurt,  Your Highness?,#A9A0FF
0:27:15.81,0:27:17.05,May this subject have a look?,#A9A0FF
0:27:17.05,0:27:17.77,Nangong Jingnu: You can’t!,#FF7D40
0:27:19.58,0:27:20.24,Over there,,#FF7D40
0:27:21.52,0:27:23.00,it…suddenly started bleeding.,#FF7D40
0:27:23.71,0:27:24.58,Qi Yan: There?,#A9A0FF
0:27:26.11,0:27:26.76,Nangong Jingnu: It’s…,#FF7D40
0:27:26.76,0:27:27.72,[Nangong Jingnu pats herself],
0:27:27.72,0:27:28.21,here!!!!!,
0:27:31.30,0:27:31.94,Qi Yan: Huh?,#A9A0FF
0:27:42.91,0:27:45.99,Ding You: This subject will write a warming and invigorating prescription in a moment,,
0:27:46.78,0:27:49.24,I’ll leave the rest to Miss Qiuju.,
0:27:49.80,0:27:50.25,Qi Yan: Alright,,#A9A0FF
0:27:50.76,0:27:51.49,I’ll see you off.,#A9A0FF
0:27:52.36,0:27:53.01,Ding You: Goodbye.,
0:27:55.24,0:27:55.99,Qiuju: Your Highness.,
0:27:57.41,0:27:58.38,Nangong Jingnu: Tell me,,#FF7D40
0:27:59.22,0:28:00.89,how long do I have left?,#FF7D40
0:28:02.50,0:28:04.13,Qiuju: Your Highness will be fine.,
0:28:04.48,0:28:04.83,Nangong Jingnu: Oh?,#FF7D40
0:28:05.03,0:28:06.55,Qiuju: Your Highness has grown up…,
0:28:07.49,0:28:08.53,Nangong Jingnu: Grown up?,#FF7D40
0:28:09.44,0:28:10.23,Qiuju: Your Highness…,
0:28:14.43,0:28:15.06,Nangong Jingnu: Ah!,#FF7D40
0:28:17.26,0:28:17.93,Ah?!,#FF7D40
0:28:32.93,0:28:34.57,[Capital city, city gates],
0:28:35.52,0:28:36.34,Nangong Wang: Vice Minister of Works!,
0:28:36.68,0:28:37.22,Qi Yan: This subject is here!,#A9A0FF
0:28:37.58,0:28:38.49,Nangong Wang: How are the preparations?,
0:28:38.93,0:28:39.60,Qi Yan: Answering Your Highness,,#A9A0FF
0:28:40.10,0:28:41.32,all eighteen officials,#A9A0FF
0:28:41.62,0:28:42.61,and eight hundred and twenty construction workers from the Ministry of Works,#A9A0FF
0:28:42.90,0:28:43.72,are present.,#A9A0FF
0:28:44.42,0:28:45.45,All types of flood control equipment,#A9A0FF
0:28:45.72,0:28:47.00,and repairing equipment,#A9A0FF
0:28:47.31,0:28:49.63,amounting to two thousand pieces in total are ready to go.,#A9A0FF
0:28:50.26,0:28:51.97,The stone, wood and sand materials,#A9A0FF
0:28:52.32,0:28:54.91,are already on their way to the disaster area!,#A9A0FF
0:28:55.41,0:28:55.92,Nangong Wang: Very good.,
0:28:56.90,0:28:57.70,Ministry of Revenue, Ministry of War?,
0:28:58.51,0:28:59.41,Ministry of Revenue: Answering Your Highness,,
0:29:00.10,0:29:03.44,the twenty thousand stones of grain needed for disaster relief,
0:29:03.44,0:29:07.23,are fully loaded, ready to go.,
0:29:07.45,0:29:08.12,Ministry of War: Answering Your Highness,,
0:29:08.49,0:29:12.10,all twenty thousand strong soldiers needed for disaster relief are present,,
0:29:12.10,0:29:13.91,ready to go!,
0:29:14.46,0:29:15.05,Nangong Wang: Very good.,
0:29:16.01,0:29:16.87,The auspicious hour has arrived,,
0:29:17.77,0:29:19.53,the common people are still waiting for us in the disaster area.,
0:29:20.10,0:29:20.72,Let us set off!,
0:29:20.88,0:29:21.33,crowd of officials: Yes!,
0:29:34.52,0:29:35.36,Qi Yan: Take care,,#A9A0FF
0:29:36.37,0:29:37.41,Your Highness…,#A9A0FF
0:29:58.06,0:29:59.93,[Jin province],
0:30:00.22,0:30:02.13,Common folks: Someone, anyone, save me…,
0:30:02.13,0:30:03.27,For the goodness of your heart,,
0:30:03.27,0:30:04.47,someone please save us!,
0:30:04.47,0:30:07.22,My child hasn’t eaten for five days,
0:30:09.09,0:30:10.56,Mommy, I’m hungry…,
0:30:14.70,0:30:15.38,Qi Yan: Everyone,,#A9A0FF
0:30:15.99,0:30:17.35,this official is from the Jin province,,#A9A0FF
0:30:17.58,0:30:19.15,the Flower Seeker of Jingjia Eighth Year,,#A9A0FF
0:30:19.45,0:30:20.70,now serving as the Vice Minister of Works.,#A9A0FF
0:30:21.37,0:30:23.61,Our Jinzhou city’s embankment is in disrepair,,#A9A0FF
0:30:24.07,0:30:25.66,and the constructions workers sent by the court are not enough.,#A9A0FF
0:30:26.13,0:30:28.97,I implore you to join the repair team to fight the floods,,#A9A0FF
0:30:29.28,0:30:29.81,together,,#A9A0FF
0:30:29.81,0:30:31.01,we will protect our homeland!,#A9A0FF
0:30:31.90,0:30:32.60,Crowd: Yes!,
0:30:35.08,0:30:35.99,Crowd: Just a little bit more!,
0:30:36.64,0:30:37.99,Hurry!,
0:30:42.91,0:30:44.69,Here it comes,,
0:30:44.69,0:30:46.22,here it comes!,
0:30:54.29,0:30:55.61,Common folks: Truly a blessing to us all!,
0:30:55.61,0:30:58.43,A good official like this is hard to come by.,
0:30:58.94,0:31:01.44,Common folks: Sir Qi truly is the hope of our Jin province,,
0:31:00.90,0:31:02.59,Sir Qi hasn’t slept for three days,,
0:31:01.44,0:31:03.41,he always eats and sleeps alongside the construction workers.,
0:31:03.61,0:31:04.28,Common folk: That’s right,,
0:31:04.47,0:31:05.70,how kind of the heavens,
0:31:05.70,0:31:08.19,that such an outstanding man could come from the Jin province!,
0:31:10.28,0:31:11.07,Nangong Wang: Everyone,,
0:31:11.62,0:31:13.96,the city embankment is now fully repaired,,
0:31:14.32,0:31:15.55,the flooding crisis has been solved!,
0:31:16.47,0:31:17.52,Starting from tomorrow,,
0:31:18.41,0:31:21.33,I will lead the effort in repairing your homes!,
0:31:22.20,0:31:23.41,Common folks: Thank you, Your Highness!,
0:31:23.69,0:31:25.54,May Your Highness live for a thousand years!,
0:31:30.07,0:31:30.81,Common folk1: Clan elder.,
0:31:30.81,0:31:31.67,The Vice Minister of Works,,
0:31:31.67,0:31:32.70,Qi Yuanjun, Sir Qi,,
0:31:32.70,0:31:35.54,plans to restore the ancestral halls and offer sacrifices to the ancestors.,
0:31:35.54,0:31:36.67,It will be held in seven days,,
0:31:36.80,0:31:38.36,please be present when the day comes, clan elder.,
0:31:39.21,0:31:39.63,Common folk 2: Well!,
0:31:39.94,0:31:40.84,Very well,,
0:31:41.10,0:31:42.83,I will certainly be there!,
0:31:46.57,0:31:47.79,Soldier 1: Report!,
0:31:48.57,0:31:49.45,Qi Yan: What’s the matter?,#A9A0FF
0:31:49.91,0:31:50.33,Soldier 1: Sir,,
0:31:50.78,0:31:52.28,the three animal sacrifices meant for the ancestral worship ceremony has been stolen.,
0:31:52.60,0:31:53.34,This humble one led a search team,
0:31:53.34,0:31:54.94,and caught a group of refugees in an abandoned temple.,
0:31:55.03,0:31:55.86,Requesting orders on what to do with them, Sir.,
0:31:56.30,0:31:57.27,Qi Yan: Do not harm them,,#A9A0FF
0:31:57.62,0:31:58.75,I will go and see for myself.,#A9A0FF
0:31:58.96,0:31:59.39,Soldier 1: Understood.,
0:32:06.88,0:32:08.10,[Abandoned temple],
0:32:09.73,0:32:11.47,Refugees: Have some pity on us…,
0:32:12.18,0:32:12.84,Soldier 2: Stand up right now!,
0:32:13.76,0:32:14.40,Once Sir is here,,
0:32:14.40,0:32:15.79,you’ll get what you deserve!,
0:32:17.80,0:32:18.69,Xiao-Die: I want to eat!,
0:32:18.94,0:32:19.70,Ah, ahh!!,
0:32:18.94,0:32:19.60,Soldiers: Quiet down,,
0:32:19.70,0:32:20.18,No,,
0:32:19.70,0:32:20.18,stop moving!,
0:32:21.20,0:32:21.98,don’t touch me!,
0:32:25.42,0:32:26.34,Qi Yan: **Ah…!Ah!**,#A9A0FF
0:32:27.97,0:32:28.58,**Xiao-Die?**,#A9A0FF
0:32:29.83,0:32:30.88,**How can it be Xiao-Die?**,#A9A0FF
0:32:33.90,0:32:34.29,Xiao-Die: Ah!,
0:32:35.57,0:32:36.08,Ahhh!,
0:32:36.08,0:32:37.08,Don’t touch me!,
0:32:37.08,0:32:38.23,No!,
0:32:38.23,0:32:39.03,Ahh!,
0:32:40.91,0:32:41.44,Soldier 2: Sir?,
0:32:42.08,0:32:43.11,Xiao-Die: Don’t touch me,,
0:32:43.34,0:32:43.96,ahh…,
0:32:44.08,0:32:44.72,Ahh!,
0:32:45.67,0:32:48.29,Qi Yan: Send that young lady to my room.,#A9A0FF
0:32:48.29,0:32:49.64,Soldiers: Um… Understood!,
0:32:51.25,0:32:51.79,Get up,,
0:32:51.56,0:32:52.38,Xiao-Die: Don’t touch me,,
0:32:52.05,0:32:52.59,move!,
0:32:52.38,0:32:52.90,no!,
0:32:53.85,0:32:54.53,Ahh!,
0:32:54.64,0:32:54.99,Soldiers: Behave!,
0:32:55.33,0:32:56.94,Qi Yan: **…Why is Xiao-Die here?**,#A9A0FF
0:32:57.86,0:32:58.46,Quiet down!,#A9A0FF
0:33:06.89,0:33:07.82,Nangong Wang: Hahahaha…,
0:33:09.83,0:33:10.48,Qi Yan: Your Highness.,#A9A0FF
0:33:12.23,0:33:13.45,Nangong Wang: Brother-in-law, oh, brother-in-law,,
0:33:14.17,0:33:15.93,I didn’t think you’d be the type.,
